handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
product_658fcfc2-60c1-b6e5-4760-bff43f3ae78c,Product,Set 3 masti din matase naturala pentru familie,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_00cefb1b914841308cc92ddd751825b4~mv2.jpg;f1d16d_81f6b4ba61034e2d929231d1a23de40e~mv2.jpg;f1d16d_f4b2f5484b9d48738f01ab7fbbfdd342~mv2.jpg;f1d16d_20cf0fc2c05649b1a41a6b8093d53ade~mv2.jpg;f1d16d_611988c932ab4b4f87a4f741f1840eb2~mv2.jpg;f1d16d_f1717efb5e504d4ebbde19de78747b92~mv2.jpg,COLECTII FAMILIE,,,150.0,,true,AMOUNT,30.0,InStock,0.0,Dimensiuni  Femeie,DROP_DOWN,XS;S;M;L;XL,Dimensiuni Barbat,DROP_DOWN,XS;S;M;L;XL,Dimensiuni Copil,DROP_DOWN,XS;S,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
product_99e3997d-5f97-3784-0d68-ccd65a79595e,Product,Set 3 masti din matase naturala pentru familie,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_4f769d5bac9144c69ded798fd7422d17~mv2.jpg;f1d16d_bf420e58c2674f0fb52bcb4771e1c143~mv2.jpg;f1d16d_1fd11a004ab648d78c0c2796fb1a6ef5~mv2.jpg;f1d16d_199f88723ddb4561a0fab30e83e6135c~mv2.jpg;f1d16d_611988c932ab4b4f87a4f741f1840eb2~mv2.jpg;f1d16d_f1717efb5e504d4ebbde19de78747b92~mv2.jpg,COLECTII FAMILIE,,,150.0,,true,AMOUNT,30.0,InStock,0.0,Dimensiuni  Femeie,DROP_DOWN,XS;S;M;L;XL,Dimensiuni Barbat,DROP_DOWN,XS;S;M;L;XL,Dimensiuni Copil,DROP_DOWN,XS;S,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
product_524c2b0e-a7c2-6f4d-8d4c-f5cb3a3a52a5,Product,Set 3 masti din matase naturala pentru familie,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_6497b90ba110459e867b1b3e8b1a9d6a~mv2.jpg;f1d16d_14bdd594adcc471fbe6807b5df70b51b~mv2.jpg;f1d16d_f4b2f5484b9d48738f01ab7fbbfdd342~mv2.jpg;f1d16d_20cf0fc2c05649b1a41a6b8093d53ade~mv2.jpg;f1d16d_52e6c7d88689413c953b26d064616f5d~mv2.jpg;f1d16d_5f29cc0763924aae95e53fcd3f788615~mv2.jpg,COLECTII FAMILIE,,,150.0,,true,AMOUNT,30.0,InStock,0.0,Dimensiuni  Femeie,DROP_DOWN,XS;S;M;L;XL,Dimensiuni Barbat,DROP_DOWN,XS;S;M;L;XL,Dimensiuni Copil,DROP_DOWN,XS;S,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
product_bba05382-1e03-13cf-f75c-43a549d6686b,Product,Set 2 masti din matase naturala pentru Ea si El,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_cc91cff40e6c4fd9ac6b42626ec635f4~mv2.jpg;f1d16d_4665a431f093471da9edbf08f9c0db3d~mv2.jpg;f1d16d_6ab84a0f7d374bf792fef9a5bd219551~mv2.jpg;f1d16d_e2891bdf73804404889ef70355f778ac~mv2.jpg;f1d16d_3e840ca44f574ea48363ba42f558fa65~mv2.jpg;f1d16d_21cf87b230a24b0d9d92de6da9ed863e~mv2.jpg,COLECTII,,,120.0,,true,AMOUNT,30.0,InStock,0.0,"Dimensiuni  ",DROP_DOWN,XS;S;M;L;XL,,,,,,,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala imprimata cu flori. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
product_37412d75-5022-2388-5dc9-783e51dbe139,Product,Set 2 masti din matase naturala pentru Ea si El,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_28a45b58febd4567987cb491b2b06d94~mv2.jpg;f1d16d_d610717ed2a04f6c95061211eaf81615~mv2.jpg;f1d16d_3c7a965659fe41a8955f32565b5992cd~mv2.jpg;f1d16d_bd5f2b134d7146f6a8cea9d45af5d2fc~mv2.jpg;f1d16d_21cf87b230a24b0d9d92de6da9ed863e~mv2.jpg;f1d16d_3e840ca44f574ea48363ba42f558fa65~mv2.jpg,COLECTII,,,120.0,,true,AMOUNT,30.0,InStock,0.0,"Dimensiuni  ",DROP_DOWN,XS;S;M;L;XL,,,,,,,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala imprimata cu flori. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
product_d736e389-8457-f82f-6057-39764c42066c,Product,Set 2 masti din matase naturala pentru Ea si El,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_4f769d5bac9144c69ded798fd7422d17~mv2.jpg;f1d16d_bf420e58c2674f0fb52bcb4771e1c143~mv2.jpg;f1d16d_611988c932ab4b4f87a4f741f1840eb2~mv2.jpg;f1d16d_f1717efb5e504d4ebbde19de78747b92~mv2.jpg,COLECTII,,,120.0,,true,AMOUNT,30.0,InStock,0.0,Dimensiuni  Femeie,DROP_DOWN,XS;S;M;L;XL,Dimensiuni Barbat,DROP_DOWN,XS;S;M;L;XL,,,,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
product_dc0c59cb-4e62-f03f-9de6-0a6a072325e6,Product,Set 2 masti din matase naturala pentru Ea si El,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_4ff2ac8c8a824a0d9e6a5a8b9250a79e~mv2.jpg;f1d16d_e037473835794bd8a2437dee1d9d50cc~mv2.jpg;f1d16d_6497b90ba110459e867b1b3e8b1a9d6a~mv2.jpg;f1d16d_14bdd594adcc471fbe6807b5df70b51b~mv2.jpg,COLECTII,,,120.0,,true,AMOUNT,30.0,InStock,0.0,Dimensiuni  Femeie,DROP_DOWN,XS;S;M;L;XL,Dimensiuni Barbat,DROP_DOWN,XS;S;M;L;XL,,,,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
product_a9c342e3-dfe3-97e2-0f7a-1255232909c5,Product,Set 2 masti din matase naturala pentru Ea si El,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_611988c932ab4b4f87a4f741f1840eb2~mv2.jpg;f1d16d_f1717efb5e504d4ebbde19de78747b92~mv2.jpg;f1d16d_00cefb1b914841308cc92ddd751825b4~mv2.jpg;f1d16d_81f6b4ba61034e2d929231d1a23de40e~mv2.jpg,COLECTII,,,120.0,,true,AMOUNT,30.0,InStock,0.0,Dimensiuni  Femeie,DROP_DOWN,XS;S;M;L;XL,Dimensiuni Barbat,DROP_DOWN,XS;S;M;L;XL,,,,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
product_4395d06f-7f63-7c62-fd32-3eb2ccf5c55c,Product,Masca neagra unisex din matase naturala Chanel,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_0f17714cc95943d48d297e8a52511323~mv2.jpg;f1d16d_2d84c7f6a0be4846b6544427e759ceef~mv2.jpg;f1d16d_7a681172220949189b855fcb6f5eca58~mv2.jpg;f1d16d_055180a2cc9446a9964d8a3933fa75da~mv2.jpg,SERIE LIMITATA,,,150.0,,true,AMOUNT,0.0,InStock,0.0,"Dimensiuni  ",DROP_DOWN,XS;S;M;L;XL,,,,,,,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala Chanel. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
product_ea19edfb-0c3e-e4ba-8ac0-2c3aaad230ed,Product,Masca din matase naturala animal print,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_58f7457d2dc8458cbcb4d66dc8ab6f65~mv2.jpg;f1d16d_86b0be07d4b14bec9230f490792361a1~mv2.jpg;f1d16d_c497a674efab4926ae79dde4234f86c8~mv2.jpg,SERIE LIMITATA,,,70.0,,true,AMOUNT,0.0,InStock,0.0,"Dimensiuni  ",DROP_DOWN,XS;S;M;L;XL,,,,,,,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
product_50680750-c2ac-3074-e7d2-2c87d32b42e0,Product,Masca din matase naturala Just Cavalli,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_b0fcd51582894984a63117839bac6121~mv2.jpg;f1d16d_62cefb0f484241d98583f54ff2f28bf6~mv2.jpg,SERIE LIMITATA,,,150.0,,true,AMOUNT,0.0,InStock,0.0,"Dimensiuni  ",DROP_DOWN,XS;S;M;L;XL,,,,,,,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala Just Cavalli. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
product_270c236c-2294-a225-4085-8d8d4be1ff42,Product,Set 2 masti din matase naturala pentru Ea si El,"<p><strong>Aceasta masca nu este un dispozitiv medical! Compania noastra nu isi asuma raspunderea pentru persoanele care le folosesc in scop medical sau pentru eventualele situatii de imbolnavire.</strong></p><p>&nbsp;</p><p><span style=""color:#cb2026;""><strong>Avand in vedere volumul mare de comenzi, procesarea si expedierea acestora se va realiza in ordinea plasarii lor.</strong></span></p>",f1d16d_00cefb1b914841308cc92ddd751825b4~mv2.jpg;f1d16d_81f6b4ba61034e2d929231d1a23de40e~mv2.jpg;f1d16d_4ff2ac8c8a824a0d9e6a5a8b9250a79e~mv2.jpg;f1d16d_e037473835794bd8a2437dee1d9d50cc~mv2.jpg,COLECTII,,,120.0,,true,AMOUNT,30.0,InStock,0.0,Dimensiuni  Femeie,DROP_DOWN,XS;S;M;L;XL,Dimensiuni Barbat,DROP_DOWN,XS;S;M;L;XL,,,,,,,,,,,,,Descriere Produs,"<p>Masca estetica unisex din matase naturala. Matasea naturala este o tesatura foarte fina, luxurianta, durabila, usoara si are o aparenta superba datorita firelor fine din care este compusa. Acest articol este un accesoriu moda versatil, putand fi asortat la diverse tinute vestimentare, atat casual, cat si elegante.</p>
",Caracteristici,"<p>Produsul este compus din urmatoarele elemente:</p>

<p>- 3 straturi de matase naturala</p>

<p>- 1 strat de bumbac</p>

<p>- 1 filtru din 5 straturi de material netesut (polipropilena)</p>

<p>- element din metal pentru fixarea mastii pe nas</p>

<p>Masca este prevazuta cu buzunare pentru inlocuirea filtrului si a elementului din metal folosit pentru fixarea mastii.</p>
",Intretinere,"<p>Pentru igienizarea si intretinerea acestei masti se recomanda spalarea manuala, folosind un recipient cu apa calduta, impreuna cu detergent pentru rufe delicate sau sampon pentru copii.</p>

<p>Uscarea se face departe de lumina directa a soarelui.</p>

<p>Calcarea se realizeaza normal cu aburi, timp de 5-10 secunde, asezand un material textil intre masca si talpa fierului de calcat. Astfel se inlatura mirosurile neplacute si se igienizeaza masca.</p>

<p><strong>Nu se recomanda pulverizarea cu alcool sau produse pe baza de clor deoarece acest lucru va duce la deteriorarea mastii.</strong></p>
",,,,,,,,,,,,
